numtechnologie,codelangue,titre,definition,3,4,application,6,7,8,9,10,11,12,13,14,15,16,17,18
46,2,Solaire thermique,"L'énergie solaire thermique est la transformation du rayonnement solaire en énergie thermique, au travers de panneaux solaires.","La production d'eau chaude par voie solaire est applicable à tous les secteurs :

le résidentiel (système d'eau chaude individuel ou collectif),
le tertiaire (administration, commerce, hôtels...) ;
les réseaux de chaleur,
les procédés industriels et agricoles.",,,,,"Le coût global d'une installation solaire thermique est très variable. Le prix du matériel dépend de la surface de panneaux nécessaire, de la marque des panneaux et de la taille du ballon de stockage. Le prix varie aussi selon l'application à laquelle sont destinés les panneaux solaires. Le prix du panneau varie entre 110 et 700 €/m². En ajoutant l'installation et l'entretien, le coût global est de plusieurs milliers d'euros pour un chauffe-eau solaire dans un logement résidentiel individuel mais est bien supérieur pour un système solaire combiné dans un local commercial, par exemple.",,,,img/techno/enr/sth/sth_systeme_fr.jpg,"Un système solaire thermique est composé de capteurs solaires thermiques installés sur le toit des bâtiments. Ces capteurs transmettent l'énergie des rayonnements solaires à un fluide caloporteur circulant dans le réseau primaire. Différentes valorisations de cette énergie sont possibles :

le fluide caloporteur va céder l'énergie à l'eau sanitaire stockée dans un ballon, grâce à un échangeur thermique. Le réseau de consommation en eau chaude sanitaire est le réseau secondaire. Les températures du ballon et des réseaux sont maîtrisées grâce à un système de régulation.
le fluide caloporteur du circuit primaire est injecté dans un réseau de tubes placés sous le plancher, qui permettront de chauffer le sol.
le fluide caloporteur du circuit primaire peut aussi être injecté dans une machine à absorption pour produire du froid afin de rafraîchir le bâtiment.
Dans tout les cas, un chauffage d'appoint peut s'avérer nécessaire lorsque l'ensoleillement est insuffisant.",Le système de chauffe-eau solaire thermique,"On distingue trois grands types d'équipements : 

le Chauffe-Eau Solaire Individuel (CESI) uniquement destiné à la production d'eau chaude,
le Système Solaire Combiné (SSC) pour les particuliers, permettant la production de chaleur pour le chauffage et l'eau chaude sanitaire,
le système d'eau chaude solaire collectif : une étude de rentabilité technico-économique est cependant nécessaire pour valider l'applicabilité au site.",,,
46,3,Thermal solar,Solar thermal energy is the conversion of solar radiation into thermal energy through solar panels.,"Production of hot water using solar energy is applicable to all sectors:


residential (individual or collective hot water system)

the tertiary sector (administration, commerce, hotels ...)

heating networks,

industrial and agricultural processes.",,,,,"The total cost of a solar thermal system is highly variable. The price of the equipment depends on the surface of panels needed, brand panels and the size of the storage tank. The price also varies depending on the application which are designed solar panels. The panel prices vary between 110 and 700 € / m². Adding installation and maintenance, the overall cost is several thousand euros for a solar water heater in a single residential dwelling, but is much higher for a solar system combined in a commercial space, for example.",,,,img/techno/enr/sth/sth_systeme_en.jpg,"A solar thermal system is composed of solar thermal collectors on the roof of buildings. These sensors transmit the energy from solar radiation to a heat transfer fluid circulating in the primary network. Different valuations of this energy are possible:


heat transfer fluid will give energy to the domestic water stored in a tank through a heat exchanger. The network of domestic hot water consumption is the secondary network. The temperatures of the tank and networks are controlled by a control system.

the primary circuit of the heat transfer fluid is injected into a network of tubes placed beneath the floor, which will heat the soil.

the primary circuit of the heat transfer fluid may also be injected into an absorption machine for producing cold to cool the building.
In any case, an additional heater may be necessary when the sun is low.",Thermal solar system,"There are three main types of equipment:


the individual solar water heater only for the production of hot water,

the solar energy system combined for individuals, enabling the production of heat for heating and hot water

the collective solar hot water system: a study of technical and economic viability is, however, necessary to validate the applicability of the site.",,,
46,4,Solar térmica,"La energía solar térmica es la transformación de la radiación solar en energía térmica, a través de paneles solares.","La producción de agua caliente por vía solar es aplicable a todos los sectores:

residencial (sistema de agua caliente individual o colectivo),
terciario (administración, comercio, hoteles...),
redes de calor,
procesos industriales y agrícolas.",,,,,"El coste global de una instalación solar térmica es muy variable. El precio del material depende de la superficie de los paneles necesarios, la marca de los paneles y el tamaño del tanque de almacenamiento. El precio varía también según la aplicación a la cual son destinados los paneles solares. El precio del panel varía entre 110 y 700 €/m2. 
Añadiendo la instalación y mantenimiento, el coste global es de varios miles de euros para una calentador de agua solar en una vivienda residencial individual pero es muy superior para una sistema solar combinado en un local comercial, por ejemplo.",,,,img/techno/enr/sth/sth_systeme_es.jpg,"Un sistema solar térmico está compuesto de captores solares térmicos instalados en los tejados de los edificios. Estos captores transmiten la energía de los rayos del sol a un fluido caloportador que circula en la red primaria. Diferentes valorizaciones de esta energía son posibles:

el fluido caloportador va a ceder energía a la red sanitaria de agua almacenada en un balón, gracias a un intercambiador térmico. La red de consumo de agua caliente sanitaria es la red secundaria. Las temperaturas de tanque y las redes son controladas gracias a un sistema de regulación. 
el fluido caloportador del circuito primario es inyectado en una red de tubos situados sobre el piso, que permiten calentar el suelo. 
el fluido caloportador del circuito primario puede ser también inyectado en una máquina de absorción para producir frío con el fin de enfriar el edificio. En todos los casos, una caldera de apoyo puede ser necesaria cuando la radiación solar no es suficiente. ",Sistema de calefacción de agua solar térmica,"Se distinguen tres grandes equipos:

calefacción de agua solar individual, únicamente destinada a la producción de agua caliente,
sistema solar combinado, para los particulares, permite la producción de calor para calefacción y agua caliente sanitaria.
sistema de agua solar colectiva: un estudio de rentabilidad técnico-económico es necesario para validar la aplicabilidad en el lugar.",,,
47,2,Technologies énergétiques,"Le groupe des technologies énergétiques regroupe les technologies de la capture et du stockage de CO2, les réseaux de chaleur, les smart grids, les smart meters, le stockage d'énergie et les transports.","Les technologies énergétiques sont principalement utilisées pour les secteurs de l'industrie, des collectivités et du bâtiment.",,,,,,,,,,,,,,,
47,3,Energy technologies,"The group energy technology combines the technologies of capture and storage of CO2, waste treatment, heating networks, smart grids, smart meters, the energy storage and transport.","The energy technologies are mainly used for industries, communities and buildings.",,,,,,,,,,,,,,,
47,4,Tecnologías energéticas,"El grupo de tecnologías energéticas reagrupa las tecnologías de la captura y almacenamiento de CO2, el tratamiento de residuos, la red de calor, los smart grids, smart meters, el almacenamiento de energía y los transportes.","Las tecnologías energéticas son principalmente utilizadas para los sectores de la industria, comunidades y edificio.",,,,,,,,,,,,,,,
48,2,Capture et stockage du CO2,"Le CCS (Carbon Capture and Storage) consiste à éviter les émissions de CO2 d'une usine en le capturant puis en le stockant sous terre. Le procédé comprend trois étapes :

la capture du CO2,
le transport du gaz capturé,
le stockage géologique ou océanique.","Les projets de stockage de CO2 s'appliquent à différents types d'acteurs : 

Les producteurs d'hydrocarbures (huile et gaz) sont les acteurs hitoriques de ces technologies étant donné leur connaissance du sous-sol et leur maîtrise 
La production d'électricité avec les centrales Thermiques Au Charbon (TAC) et Au Gaz (TAG) sont particulièrement ciblées. 
La capture du CO2 s'appliquera aussi aux industriels ayant des fumées fortement concentrées en CO2 tels que les cimentiers ou les fabricants de chaux. Dans ces deux secteurs, les procédés de fabrication dégagent naturellement du CO2. ",,,,,"Les coûts globaux liés à la capture et au stockage du CO2 sont variables selon les technologies retenues. Les premiers retours d'expérience de capture dans des centrales de production d'électricité ont mis en avant des coûts entre 60 et 90 € par tonne de CO2 capturé. Cependant, des économies d'échelle sont attendues pour diminuer ces coûts globaux et atteindre 35 à 50 € par tonne de CO2 d'ici quelques années.",,,"Tout projet de capture, transport et stockage du CO2 implique des coûts d'exploitation supplémentaires. Les rendements de production des centrales d'électricité diminuent et le système de capture de CO2 est lui-même consommateur d'énergie. De plus, des équipes doivent être spécialement dédiées pour utiliser et maintenir en état ces équipements qui sont souvent de taille conséquente.
Par ailleurs, la part de ces surcoûts d'exploitation est variable selon divers facteurs tels que, le type de technologie de capture, l'énergie utilisée pour produire l'électricité (charbon, gaz …) et la taille de l'unité de capture de CO2. Néanmoins, les surcoûts de l'unité de capture et de stockage du CO2 ne sont jamais négligeables.",img/techno/tec/ccs/ccs_systeme_fr.jpg,,La chaîne de Capture et de Stockage du Dioxyde de Carbone,"Trois technologies de capture du CO2 existent : 

La post-combustion : le CO2 est capturé après une combustion conventionnelle des unités de traitement et séparation de gaz.
La pré-combustion : le combustible est brûlé dans une unité de gazéification. Les gaz de synthèse générés sont riches en CO et en hydrogène. Ces deux gaz sont séparés. Le CO est stocké et l'hydrogène passe dans une turbine pour produire de l'électricité.
L'oxy-combustion : le combustible est brûlé avec de l'oxygène quasiment pur. Les fumées étant riches en CO2, celles-ci peuvent être récupérées afin d'être transportées, puis stockées.",img/techno/tec/ccs/ccs_comparaison_fr.jpg,Comparaison des technologies de capture de CO2,
48,3,Carbon Capture and Storage,"CCS (Carbon Capture and Storage) is to avoid emissions of a plant by capturing CO2 and storing it underground. The method comprises three steps:

CO2 capture,
transporting the gas captured,
geological storage or ocean.","The CO2 storage projects apply to different types of players:

The hydrocarbon producers (oil and gas) are hitoriques actors of these technologies because of their knowledge of the subsoil and their control
Electricity generation with coal and gas power plants are particularly targeted.
CO2 capture will also apply to manufacturers who smoke heavily concentrated CO2 such as cement or lime manufacturers. In both sectors, the manufacturing processes naturally release CO2.",,,,,"The overall cost of capture and storage of CO2 are variable depending on the technology used. The first feedback from capture in power generation plants highlighted costs between 60 and 90 € per tonne of CO2 captured. However, economies of scale are expected to reduce the overall costs and achieve 35-50 € per tonne of CO2 over the next few years.",,,"All draft capture, transport and storage of CO2 involves additional operating costs. Production yields of power plants and reduce the CO2 capture system is itself energy consumer. In addition, teams must be specially dedicated to use and maintain in these facilities which are often substantial size.
Moreover, the share of these additional operating costs varies depending on various factors such as the type of capture technology, the energy used to generate electricity (coal, gas ...) and the size of the capture unit CO2. However, the additional unit capture and storage of CO2 are never negligible.",img/techno/tec/ccs/ccs_systeme_en.jpg,,Carbon Capture and Storage,"Three CO2 capture technologies exist:


The post-combustion CO2 is captured after a conventional combustion process units and gas separation.

The pre-combustion fuel is combusted in a gasifier. The generated synthesis gas is rich in CO and hydrogen. These two gases are separated. CO is stored and hydrogen passes through a turbine to generate electricity.

Oxy-combustion fuel is combusted with almost pure oxygen. The smoke is rich in CO2, they can be retrieved to be transported and stored.",img/techno/tec/ccs/ccs_comparaison_en.jpg,Comparison of CO2 capture technologies,
48,4,Captura y almacenamiento de CO2,"La Captura y Almacenamiento de  Carbón (CAC) consiste en evitar las emisiones de CO2 de una planta en mediante la captura almacenando bajo tierra. El proceso engloba 3 etapas:

captura de CO2, 
transporte de gas capturado, 
almacenamiento geológico u oceánico. ","Los proyectos de almacenamiento de CO2 se aplican a diferentes tipos de actores:

Productores de hidrocarburos (aceite y gas) son los actores históricos de estas tecnologías debido a su conocimiento en el sub suelo y su manejo. 
Producción de electricidad con centrales térmicas de carbón  y de gas, son particularmente dirigidos. 
La captura de CO2 se aplica también a las industrias que generan humos con fuerte concentración en CO2, tales como las cementeras o los fabricantes de cal. En estos dos sectores, los procesos de fabricación liberan naturalmente CO2. ",,,,,"Los costes globales ligados a la captura y almacenamiento de CO2 son variables según las tecnologías utilizadas. Las primeras experiencias de captura en las centrales de producción de electricidad han tenido unos costes de entre 60 y 90 € por tonelada de CO2 capturado. Sin embargo, los ahorros a escala se espera que disminuyan los costes globales y que sean entre 35 a 50 € por tonelada de CO2 en varios años.",,,"Todo proyecto de captura, transporte y almacenamiento de CO2, implica unos costes de explotación suplementarios. Los rendimientos de producción de las centrales de electricidad disminuyen y el sistema de captura de CO2 es la propia de los consumidores de energía. Además, los equipos deben estar especialmente dedicados a utilizar y mantener en estado a los equipos, que son a menudo de importantes dimensiones.
Además, la parte de estos sobre costes de explotación es variable según diversos factores tales como, el tipo de tecnología de captura, la energía utilizada para producir electricidad (carbón, gas...) y el tamaño de la unidad de CO2. Sin embargo, los sobre costes de la unidad de captura y almacenamiento de CO2, no son nunca despreciables.",img/techno/tec/ccs/ccs_systeme_es.jpg,,Cadena de captura y almacenamiento de Dióxido de Carbono,"Tres tecnologías de captura de CO2 existen:

La post combustión: el CO2 es capturado después de una combustión convencional de las unidades de tratamiento y separación de gas.
La pre combustión: el combustible es quemado en una unidad de gasificación. Los gases de síntesis generados sin ricos en CO y en hidrógeno. Estos dos gases son separados. El CO es estocado y el hidrógeno pasa  a través de una turbina para producir electricidad.
La oxi combustión: el combustible es quemado con oxígeno casi puro. Los humos son ricos en CO2, estos pueden ser recuperados con el fin de ser transportados, y luego almacenados.",img/techno/tec/ccs/ccs_comparaison_es.jpg,Comparación de las tecnologías de captura de CO2.,
49,2,Déchets,"Le gestion des déchets est assez difficile à gérer du fait de l'hétérogénéité des matières. Les sociétés actuelles tendent vers une économie circulaire en terme de déchets. C'est pourquoi la technologie ""déchets"" comprend :

La réduction des déchets à la source.
Le recyclage.
La valorisation matière et énergétique.
L'élimination des déchets.
La classification européenne des déchets prend en compte le caractère nocif ou non de la matière. On distingue alors :

Les déchets ménagers et assimilés. 
Les déchets industriels banals. 
Les déchets industriels spéciaux. 
Les déchets dangereux. 
Les déchets inertes (qui ne subissent aucune altération physico-chimique). ","La réduction et la valorisation des déchets s'applique à tous les types d'acteurs : industriels, collectivités, administrations et santé, gros producteurs de déchets ou encore l'agriculture.
Les particuliers doivent aussi être impliqués dans la gestion de leurs déchets ménagers.",,,,,"La gestion des déchets coûte environ : 

199 €/tonne pour les déchets ménagers 
42 €/tonne pour le verre 
114 €/tonne pour les déchets en déchetterie. 
Pour les collectivités, la gestion des déchets revient en moyenne à 85 €/habitant/an.",#24,Répartition des coûts par étape technique du traitements des déchets,"La Taxe Générale sur les Activités Polluantes (TGAP) est appliqué au transport et à l'élimination des déchets.
En fonction du type de traitement ainsi que du type de déchets le tarif de la taxe diffère (de 3€ pour l'incinération dans certains cas à 22€ pour un stockage classique).
 ",,,,"Déchets non dangereux : 
Le traitement varie selon le type de déchets concernés :

les eaux usées sont traitées et recyclées par assainissement,
les déchets métalliques et plastiques de types canettes, boîtes de conserve, bouteilles et les déchets papiers/cartons sont triés et recyclés,
les déchets biodégradables et les déchets verts sont revalorisés en biogaz (ou biométhane) grâce à la méthanisation,
les déchets de types bois, boues d'épuration ou encore les ordures ménagères sont revalorisées par la gazéification,
les déchets bois peuvent aussi être revalorisés en plaquette pour les chaudières biomasse,
les Déchets d'Equipements Electriques et Electroniques (DEEE) sont démantelés et les différents éléments triés pour être en grande partie revendus.
Les déchets ultimes sont stockés ou incinérés en dernier lieu. 
Déchets dangereux (les solvants, les acides/bases, les huiles, les déchets minéraux ou encore les résidus d'opérations thermiques) : Ils sont traités en filière spécifique pour éviter toute contamination (pour l'environnement et les êtres humains). Les émissions atmosphériques de produits corrosifs et nocifs subissent un lavage ou une filtration.",,,
49,3,Waste,"Waste Technology includes the recovery, recycling and waste reduction.","Reduction and recycling of waste apply to all types of actors: manufacturers, communities, governments and health, major producers of waste or agriculture.",,,,,"Waste management costs about 199 € / ton for household waste, 42 € / ton for glass and 114 € / tonne for waste disposal. For communities waste management costs an average of 85 € / person / year.",#24,Répartition des coûts par étape technique du traitements des déchets,Waste producers are subject to the General Tax on Polluting Activities (TGAP).,,,,"The treatment of non-hazardous waste varies depending on types of waste involved:


wastewater is treated and recycled by sanitation

metal and plastic waste types cans, tins, bottles and waste paper / cardboard are sorted and recycled,

biowaste and green waste are upgraded biogas (or biomethane) through anaerobic digestion,

waste types wood, sewage sludge or garbage are adjusted by the gasification

waste wood can also be upgraded in plate for biomass boilers,

Waste Electrical and Electronic Equipment (WEEE) are dismantled and the elements sorted for resale, buried or stored.
Regarding hazardous wastes such as solvents, acids / bases, oils, mineral waste or residues from thermal treatment, they can be re-cycled, incinerated, stored in a landfill ... Atmospheric emissions of harmful and corrosive products undergo washing or filtration.
",,,
49,4,Residuos,La tecnología de residuos engloba la valorización y el reciclaje así como la reducción de los residuos.,"La reducción y la valorización de los residuos se aplican a todos los tipos de actores: industriales, colectivos, administraciones y sanidad, grandes productores de residuos o también la agricultura.",,,,,"La gestión de residuos cuesta aproximadamente 199 €/tonelada para residuos de basuras, 42 €/tonelada para el vidrio y 114 €/tonelada para residuos de vertederos. Para las comunidades, la gestión de residuos cuesta un promedio de 85 €/ habitante/año.
 
 ",#24,Reparto de los costes por etapa técnica del tratamiento de residuos,Los productores de residuos están sometidos a la Tasa General sobre las Actividades Contaminantes (TGAC).,,,,"El tratamiento de residuos no peligrosos varía según el tipo de residuo:

las aguas usadas son tratadas y recicladas por saneamiento, 
los residuos metálicos y plásticos de tipo botellín, latas de conserva, botellas y residuos de papel/cartón son organizados y reciclados. 
los desechos biodegradables y los residuos verdes son revalorizados en biogás ( o biometano) gracias a la metanización, 
los desechos de tipo madera, lodos de depuración o todavía desechos domésticos, son revalorizados por gasificación. 
los residuos de madera pueden ser revalorizados en plaquetas para la caldera de biomasa, 
los residuos de equipos eléctricos y electrónicos,  se desmantelan y los diferentes elementos organizados para ser revendidos, enterrados o vendidos. 
En lo que concierne a los desechos peligrosos tales como los disolventes, ácidos/ base, aceites, residuos minerales, o también los residuos de operaciones térmicas, pueden ser valorizadas, incineradas, almacenadas en descargas. Las emisiones atmosféricas de productos corrosivos y nocivos sometidos a lavado o filtración.                  ",,,
50,2,Réseau de chaleur,Le réseau de chaleur permet de mutualiser la production et la distribution de chaleur. C'est un circuit fermé de distribution de chaleur directement valorisable pour un ou plusieurs utilisateurs.,"Un réseau de chaleur permet d'alimenter en chaleur des industriels, des quartiers ou des grands consommateurs. La chaleur peut provenir d'énergie perdue dans l'industrie ou de chaufferies centralisées. La chaleur est généralement utilisée pour le chauffage, l'eau chaude sanitaire ou pour des applications plus spécifiques dans l'industrie.",,,,,"Les coûts d'investissement pour les réseaux de chaleur dépendent, tout d'abord de la longueur du réseau primaire. Ainsi, plus la quantité de chaleur livrée par mètre de canalisation est importante, plus les coûts d'investissement et de fonctionnement seront bas. De plus, la durée de fonctionnement du réseau indique s'il est économiquement performant. En moyenne, le prix du chauffage par réseau de chaleur en France est de 60,2 €/MWh pour un fonctionnement au gaz et 50 €/MWh pour un fonctionnement majoritaire avec des énergies renouvelables.",,,La centralisation de la production de chaleur permet des économies d'énergie.,img/techno/tec/res/res_systeme_fr.png,"Un réseau de chaleur est constitué : 

d'une ou plusieurs centrales de production de chaleur et/ou d'une source de valorisation de chaleur perdue,
de réseaux de distribution,
de sous-stations permettant de raccorder les consommateurs de chaleur au réseau.
La chaleur est produite par la/les chaufferies puis transportée via le réseau primaire, par un fluide caloporteur, jusqu'aux sous-stations. Les bâtiments sont ensuite desservis à partir de ces sous-stations, grâce à des réseaux secondaires.",Principe d'un réseau de chaleur,"Plusieurs fluides caloporteurs peuvent être utilisés selon les cas : 

l'eau chaude, entre 60 et 110 °C,
l'eau surchauffée à basse température, entre 110 et 160 °C,
l'eau surchauffée à haute température, entre 180 et 220 °C (pressions supérieures à 30 bar),
la vapeur sèche, à température entre 200 et 300 °C. La pression est alors à environ 20 bar.",,,
50,3,Heating network,The network can pool heat production and heat distribution. It is a closed distribution system directly recoverable for one or more users heat.,"A heat network is used to supply heat for industrial districts and large consumers. Heat can come from lost in the boiler industry or centralized energy. Heat is generally used for heating, hot water or for more specific applications in industry.",,,,,"The investment costs for heat networks depend, first the length of the primary network. The higher the amount of heat supplied per meter pipe, the greater the investment costs and operation will be low. In addition, the duration of operation of the network indicates it is economically efficient. On average, the price of heating heating network in France is 60.2 € / MWh for gas operation and 50 € / MWh for controlling operation of renewable energy.",,,Centralized heat production allows energy savings.,img/techno/tec/res/res_systeme_en.png,"A heating network comprises:


one or more heat generating stations and / or a source of waste heat recovery,


distribution networks,


substations for connecting to the heat consumer network.


Heat is generated by / boiler rooms and transported through the primary network, a heat-up substations. The buildings are then served from the substation through secondary networks.",Principle of a heat network,"Many heat fluids may be used as appropriate:

hot water, between 60 and 110 ° C,
superheated water at low temperature, between 110 and 160 ° C,
superheated water at high temperature, between 180 and 220 ° C (above 30 bar),
dry steam, at temperatures between 200 and 300 ° C. The pressure is about 20 bar.
",,,
50,4,Redes de calor,La red de calor permite puntualizar la producción y la distribución de calor. Se trata de un circuito cerrado de distribución de calor directamente valorizable para uno o varios usuarios.,"Una red de calor permite alimentar de calor las industrias, los barrios y los grandes consumidores. El calor puede provenir de la energía perdida en la industria o de las calderas centralizadas. El calor es generalmente utilizado para la calefacción, el agua caliente sanitaria o para las aplicaciones más específicas en la industria.",,,,,"Los costes de inversión para la redes de calor dependen, principalmente del largo de la red primaria. Así, reducir la cantidad de calor liberado por metro de canalización es importante, también los costes de inversión y funcionamiento serán bajos. Además, la duración de la operación indica si es económicamente rentable. De media, el precio de calefacción mediante red de calor en Francia es de 60,2 €/MWh para un funcionamiento a gas y 50 €/MWh para un funcionamiento mayoritario con las energías renovables.",,,La centralización de la producción de calor permite ahorros de energía.,img/techno/tec/res/res_systeme_es.png,"Una red de calor está constituida: 

de una o varias centrales de producción de calor y/o de una fuente de valorización de calor perdido,
de redes de distribución,
de subestaciones que permiten conectar consumidores de calor a la red.
El calor es producido por la /las calderas luego es transportado hacia la red primaria, por un fluido caloportador hasta la subestación. Los edificios son a menudo servidos a partir de las subestaciones, gracia a las redes secundarias.",Principio de una red de calor,"Varios fluidos caloportadores pueden ser utilizados según el caso:

el agua caliente, entre 60 y 110ºC, 
el agua sobrecalentada a baja temperatura, entre 110 ºC y 160 ºC, 
el agua sobrecalentada a alta temperatura, entre 180 ºC y 220 ºC (presiones superiores a 30 bares), 
vapor secado, a temperatura entre 200 y 300 ºC. La presión es aproximadamente 20 bares. ",,,
51,2,Smart grid,"Un smart grid est une appellation regroupant des équipements permettant d'agir de manière intelligente sur le réseau électrique. L'utilisation d'un équipement est alors optimum pour le consommateur et pour le producteur d'électricité. Pour cela, l'objectif est que chaque élément puisse communiquer en recevant et envoyant des informations.","La mise en place de smart grids doit être pilotée par un acteur ayant une vue d'ensemble des divers consommateurs et du périmètre retenu. Cela pourra être, par exemple, une collectivité ou un agrégateur. On dénombre quatre types d'applications principales pour les smart grids : 

la maîtrise de la demande de la consommation,
l'optimisation du transport d'électricité,
l'insertion des énergies renouvelables dans le réseau électrique,
l'insertion des véhicules électriques sur le réseau.",,,,,,,,,,,,,,,
51,3,Smart grid,"A smart grid is a name consisting of equipment to act intelligently on the grid. The use of a device is then optimum for the consumer and for the power producer. For this, the goal is that each element can communicate by receiving and sending information.","The implementation of smart grids must be controlled by an actor with an overview of the various consumer and scope of consolidation. This could be, for example, a community or an aggregator. There are four main types of applications for smart grids:


control of consumer demand,

optimization of electricity transmission

integration of renewable energy into the grid,

inserting the electric vehicle on the network.",,,,,,,,,,,,,,,
51,4,Smart grid,"Un smart grid es el  nombre que reagrupa los equipos que permiten tratar de manera inteligente  la red eléctrica. El uso de estos equipos es entonces óptimo para el consumidor y para el productor de electricidad. Por esto, el objetivo es que cada elemento pueda comunicar recibiendo y enviando información.","La puesta en marcha de los smart grids debe ser controlada por un actor con una visión general de los distintos consumidores y del perímetro seleccionado. Esto podrá ser, por ejemplo, una comunidad o un agregado. Se nombran cuatro tipos de aplicaciones principales para los smart grids:

el control de la demanda del consumo, 
la optimización del transporte de la electricidad, 
la inserción de energías renovables en la red eléctrica, 
la inserción de vehículos eléctricos sobre la red. ",,,,,,,,,,,,,,,
52,2,Smart meter,"Les smart meters sont des compteurs électriques intelligents équipés d'une ou plusieurs fonctionnalités comme l'enregistrement des données et la transmission vers un serveur informatique, la communication des données, la réception d'informations telles que des alertes par SMS…",Les compteurs communicant peuvent remplacer tout compteur électrique.,,,,,,,,,,,,,,,
52,3,Smart meter,"The smart meters are smart electricity meters equipped with one or more features such as data recording and transmission to a computer server, data communication, receiving information such as SMS alerts ...",The communicating meters can replace any electric meter.,,,,,,,,,,,,,,,
52,4,Smart meter,"Los smart meters son medidores eléctricos inteligentes equipados con una o varias funcionalidades como el registro de datos y la transmisión hacia un servidor informático, comunicación de datos, recepción de informaciones tales como las alertas por SMS...
 ",Los contadores de comunicación pueden reemplazar cualquier medidor eléctrico.,,,,,,,,,,,,,,,
53,2,Stockage d'énergie,"L'énergie est stockée lorsque sa production est supérieure à la demande et peut ensuite être restituée à un moment où les besoins sont plus importants. Le stockage d'électricité est utilisé pour concentrer la consommation en électricité en heures creuses pour ensuite restituer l'énergie en heures pleines. Le stockage d'énergie permet ainsi d'adapter la production à la demande des consommateurs, en limitant les pertes. Le stockage permet aussi de répondre à une demande constante face à la production d'énergies renouvelables intermittentes et non-programmables (éolien, solaire).","Dans l'industrie, deux utilités se prêtent particulièrement bien au stockage d'énergie : l'air comprimé et le froid. Cette flexibilité peut être associée à l'effacement de la consommation d'électricité, qui permet de recevoir une prime lorsque l'on diminue sa consommation lors des pics.
Pour le bâtiment, le stockage d'énergie se fait en général sous forme thermique (le chauffe-eau est un exemple courant) et aux matériaux à changement de phase, permettant le développement des BEPOS (Bâtiments à Energie POSitive).
Les systèmes de stockage permettent aussi aux territoires isolés de devenir plus autonomes sur le plan énergétique (les TEPOS, Territoires à Energie POSitive).",,,,,"Les coûts sont variables selon les technologies. Selon, les besoins de valorisation de l'énergie stockée, on parlera plutôt des CAPEX en €/kW installé ou en €/kWh produit.

Les STEP ont des coûts énergie de 70 à 150 €/kWh et des coûts puissance de 500 à 1 500 €/kW installé.
Les unités de CAES ont des coûts énergie de 50 à 150 €/kWh et des coûts puissance de 400 à 1 200 €/kW installé.
Les unités de stockage par hydrogène ont des coûts énergie  inférieurs  à 500 €/kWh produit et des coûts puissance d'environ 6 000 €/kW installé.
Les unités de stockage par batterie ont des coûts énergie entre 100 et 1200 €/kWh produit et des coûts puissance entre 100 et 3000 €/kW installé selon les types de batteries.
Les super-condensateurs ont des coûts énergie supérieurs  à 10 000 €/kWh et des coûts puissance entre 100 et 500 €/kW installé.
Les systèmes de stockage par inductance supraconductrice ont des coûts énergie supérieurs à 10 000 €/kWh, et des coûts puissance d'environ 300 €/kW installé.
Les volants d'inertie ont des coûts énergie entre 2 000 et 8 000 €/kWh et des coûts puissance entre 500 et 2 000 €/kW installé. ",,,"Pour comparer les technologies, il est important d'intégrer les durées de vie des équipements, différentes selon la technologie retenue.
Les systèmes de stockage mécanique tels que les STEP et les unités de CAES sont les systèmes qui ont des coûts d'exploitation les moins élevés. 
Pour les autres systèmes les coûts d'exploitation intégrant l'amortissement du matériel sont variables. Par exemple, les coûts d'exploitations sont élevés pour les batteries au plomb, moyens pour les batteries sodium-souffre et Li-Ion et faibles pour les batteries au vanadium.",img/techno/tec/sto/sto_systeme_fr.jpg,,Niveau de maturité technologique des différents moyens de stockage d'électricité,"L'énergie stockée peut se trouver sous la forme :

Mécanique : Cela comprend les STEP (Stations de Transfert d'Energie par Pompage) ou pompage hydraulique, les CAES (Compressed Air Energy Storage) stockage d'air comprimé et aussi les volants d'inertie via l'énergie cinétique.
Electrochimique  : Cela correspond aux batteries, utilisées au quotidien (voitures, téléphones, ordinateurs).
Magnétique : Les SMES (Superconducting Magnetic Energy Storage) sous la forme d'un champ magnétique.
Thermique : Le stockage peut se faire par chaleur sensible, comme les ballons d'eau chaude, ou par chaleur latente, comme les matériaux à changement de phases dans les bâtiments.
Electrostatique : Les condensateurs, qui permettent d'accumuler des électrons, stockent l'énergie sous forme électrique.
Chimique : l'électricité est utilisée pour produire une molécule, l'hydrogène par exemple qui restitue l'énergie en tant que combustible ou via une pile à combustible.",img/techno/tec/sto/sto_comparaison_fr.jpg,Comparaison de différentes technologies de stockage,
