numsolution,numrex,mini_cout,maxi_cout,reel_cout,code_monnaie_cout,code_unite_cout,difficulte,gain,code_monnaie_gain,code_periode_gain,energie_gain,code_unite_energie,code_periode_energie,ges_gain,mini_gain,maxi_gain,moyen_gain,reel_gain,tri_reel,tri_min,tri_max
553,1320,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1321,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1322,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1323,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1324,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1325,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1326,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1327,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1328,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1329,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1330,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1331,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1332,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1333,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1334,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1335,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1336,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1338,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1339,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1340,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1341,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1342,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1343,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1344,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1345,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1346,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1347,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1348,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1349,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1373,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1374,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1375,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1376,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1377,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1378,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1379,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1380,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1381,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1382,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1383,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1384,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1385,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1386,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1387,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1388,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1389,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1390,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1391,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1392,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1393,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1394,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1395,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1396,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1397,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1398,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1399,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1400,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1401,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1402,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1403,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1404,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1405,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1406,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1407,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1408,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1409,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1410,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1411,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1412,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1413,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1414,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1415,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1416,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1417,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1418,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1419,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1465,,,,0,0,,,1,1,,1,1,180.0,,,,,,,
553,1478,0.0,0.0,3420.0,6,1,,1140.0,6,3,,1,1,,,,,,3.0,,
553,1510,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1609,0.0,0.0,178651.0,5,1,,,1,1,1468130.0,1,1,200.0,,,,,,,
553,1694,0.0,0.0,32875.0,5,1,,,0,0,,0,0,,,,,,,,
553,1729,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1734,0.0,0.0,35740.0,5,1,,,0,0,,0,0,,,,,,,,
553,1763,,,,0,0,,4500000.0,3,3,,1,1,,,,,,,,
553,1831,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1832,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1959,,,,0,0,,,1,1,,1,1,,,,,,,,
553,1962,,,,0,0,,,1,1,,1,1,,,,,,,,
553,2054,0.0,0.0,3000000.0,2,1,,,1,1,,1,1,,,,,,,,
557,397,0.0,0.0,1600.0,2,1,,400.0,2,3,6700.0,5,3,,,,,,4.0,,
557,498,,,,0,0,,,1,1,,1,1,,,,,,,,
558,1272,,,,0,0,,,1,1,,1,1,,,,,,,,
567,397,0.0,0.0,40000.0,2,1,,,1,1,45.0,12,3,,,,,0.11,,,
567,410,,,,0,0,,,1,1,,1,1,,,,,,,,
569,437,,,,0,0,,,1,1,,1,1,,,,,,,,
569,1265,,,,0,0,,,1,1,,1,1,,,,,,,,
569,1270,,,,0,0,,,1,1,,1,1,,,,,,,,
569,2049,,,,0,0,,,1,1,,1,1,,,,,,,,
570,192,0.0,0.0,3560765.0,2,1,,,0,0,,0,0,,,,,,,,
572,454,0.0,0.0,70000.0,2,1,,,0,0,,0,0,,,,,,,,
572,691,,,,0,0,,,1,1,,1,1,,,,,,,,
572,1217,,,,0,0,,,1,1,,1,1,,,,,,,,
573,498,,,,0,0,,,1,1,,1,1,,,,,,,,
573,537,,,,0,0,,564000.0,7,3,113.0,12,1,,,,,,,,
573,621,,,,0,0,,,1,1,,1,1,,,,,,,,
573,635,,,,0,0,,,1,1,,1,1,,,,,,,,
573,1449,,,,0,0,,,1,1,,1,1,,,,,,,,
573,1740,0.0,0.0,155354.0,5,1,,,1,3,2579.0,2,1,186.0,,,,,,,
573,1789,,,,0,0,,,1,1,,1,1,,,,,,,,
573,1795,,,,0,0,,,1,1,,1,1,,,,,,,,
578,134,0.0,0.0,9877.0,3,1,,3500.0,3,3,82913.0,5,1,16.0,,,,,2.5,,
578,165,0.0,0.0,79342.0,3,1,,60177.0,3,3,1123312.0,5,1,225.0,,,,,1.3,,
578,535,0.0,0.0,250000.0,7,1,,125000.0,7,3,,1,1,,,,,0.78,2.0,,
578,587,0.0,0.0,300000.0,7,1,,215000.0,7,3,51100.0,5,1,,,,,,1.5,,
578,605,,,,0,0,,,1,1,,1,1,,,,,,,,
578,624,0.0,0.0,266057.0,3,1,,59079.0,3,3,1969294.0,5,1,,,,,,4.5,,
578,677,0.0,0.0,1700000.0,3,1,,,1,3,800.0,12,1,83.0,,,,,,,
578,690,,,,0,0,,,1,1,,1,1,,,,,,,,
578,713,0.0,0.0,2900.0,3,1,,,1,3,80000.0,5,1,,,,,,,,
578,762,,,,0,0,,38000.0,3,3,,1,1,580.0,,,,,,,
578,820,0.0,0.0,264000.0,3,1,,153000.0,3,3,,1,1,,,,,,1.75,,
578,851,0.0,0.0,15000.0,3,1,,9300.0,3,3,,1,1,,,,,,1.6,,
578,1230,0.0,0.0,4278.0,3,1,,715.0,3,3,,1,1,,,,,,3.0,,
578,1231,0.0,0.0,14000.0,1,1,,2300.0,3,3,,1,1,,,,,,3.0,,
578,1232,0.0,0.0,12587.0,3,1,,1418.0,3,3,,1,1,,,,,,5.0,,
578,1244,,,,0,0,,,1,1,,1,1,,,,,,,,
578,1251,,,,0,0,,,1,1,,1,1,,,,,,,,
578,1268,,,,0,0,,,1,1,,1,1,,,,,,,,
578,1291,,,,0,0,,,1,1,,1,1,,,,,,,,
578,1819,,,,0,0,,,1,1,,1,1,,,,,,,,
578,2097,,,,0,0,,,1,1,,1,1,,,,,,,,
582,567,,,,0,0,,,1,1,,1,1,,,,,,,,
582,600,0.0,0.0,265000.0,3,1,,,1,1,,1,1,,,,,0.5,9.6,,
582,1464,0.0,0.0,22025.0,2,1,,,1,3,7500.0,5,1,,,,,,,,
582,1469,0.0,0.0,17570.0,2,1,,,1,1,8200.0,5,1,1.5,,,,,,,
582,1470,0.0,0.0,65500.0,2,1,,,1,3,40000.0,5,1,12.0,,,,,,,
582,1471,0.0,0.0,32000.0,2,1,,,1,3,27000.0,5,1,8.1,,,,,,,
582,1472,0.0,0.0,16500.0,2,1,,,1,1,,1,1,,,,,,,,
582,1953,,,,0,0,,,1,1,,1,1,,,,,,,,
582,1954,,,,0,0,,,1,1,,1,1,,,,,,,,
582,1963,,,,0,0,,,1,1,,1,1,,,,,,,,
582,1972,,,,0,0,,,1,1,,1,1,,,,,,,,
582,1974,,,,0,0,,4000.0,2,3,30.0,12,1,27.0,,,,,,,
586,187,0.0,0.0,3600.0,4,1,8.0,14493.0,4,3,175035.0,5,3,,,,,,,,
586,188,0.0,0.0,16160.0,4,1,,18361.0,4,3,306023.0,5,3,,,,,,,,
586,1212,,,,0,0,,,1,1,,1,1,,,,,,,,
586,1264,,,,0,0,,,1,1,,1,1,,,,,,,,
586,1486,,,,0,0,,,1,1,,1,1,,,,,,,,
586,2050,,,,0,0,,,1,1,,1,1,,,,,,,,
586,2071,,,,0,0,,,1,1,,1,1,,,,,,,,
697,1567,0.0,0.0,59850.0,3,1,,9663.0,3,3,347304.0,5,3,,,,,,6.1,,
701,61,,,,0,0,,,2,3,92.0,12,3,,,,,0.58,4.0,,
701,245,,,,0,0,,,1,1,,1,1,,,,,,,,
701,424,,,,0,0,,85.0,2,2,50400.0,6,2,,,,,,,,
701,425,,,,0,0,,,1,1,542670.0,6,1,,,,,,,,
701,608,,,,0,0,,,1,1,,1,1,,,,,,,,
701,613,,,,0,0,,,1,1,,1,1,,,,,,,,
701,633,,,,0,0,,,1,1,,1,1,,,,,,,,
701,709,,,,0,0,,141500.0,3,3,1180000.0,5,1,,,,,0.12,,,1.0
701,842,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1220,0.0,0.0,700.0,3,1,,350.0,3,1,,1,1,,,,,0.66,2.0,,
701,1225,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1226,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1228,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1229,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1252,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1253,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1254,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1260,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1277,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1279,,,,0,0,,133000.0,3,3,2100.0,12,1,,,,,,0.8,,
701,1439,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1443,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1449,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1550,,,,0,0,,2238.0,3,3,,1,1,,,,,,,,
701,1562,,,,0,0,,,1,3,968641.0,5,1,,,,,,,,
701,1588,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1590,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1591,,,,0,0,,29489.0,3,3,210634.0,5,1,173.0,,,,,,,
701,1592,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1592,,,,0,0,,,1,1,,1,1,,,,,,,,
701,1593,,,,0,0,,70954.0,3,3,618258.0,5,1,508.0,,,,,,,
701,1596,,,,0,0,,301872.0,3,3,2584527.0,5,1,2344.0,,,,0.69,0.4,,
701,1597,,,,0,0,,48563.0,3,3,404691.0,5,1,409.0,,,,0.82,,,
701,1602,,,,0,0,,31381.0,3,3,239624.0,5,1,222.0,,,,0.67,,,
701,1603,,,,0,0,,,1,1,268205.0,5,1,246.0,,,,,,,
705,111,,,,0,0,,,1,1,,1,1,,,,,,,,
705,162,,,,0,0,,88800.0,3,2,888000.0,9,3,,,,,,,,
705,717,,,,0,0,,,1,1,,1,1,,,,,,,,
707,67,,,,0,0,,1500.0,2,3,,1,1,,,,,,,,
707,437,,,,0,0,,12000.0,2,3,,1,1,,,,,,,,
708,132,0.0,0.0,12670.0,3,1,,43604.0,3,3,417000.0,5,1,942.0,,,,,0.33,,
708,136,0.0,0.0,700.0,3,1,,400.0,3,3,20.0,15,1,50.0,,,,,1.7,,
708,470,0.0,0.0,16000.0,6,1,,,1,1,,1,1,,,,,,2.3,,
708,481,,,,0,0,,,1,1,,1,1,,,,,,1.0,,
708,490,,,,0,0,,,1,1,,1,1,,,,,,,,
708,736,0.0,0.0,900000.0,7,1,,780000.0,7,3,,1,1,,,,,0.01,1.2,,
708,767,,,,0,0,,,1,1,,1,1,,,,,,,,
708,822,0.0,0.0,110000.0,3,1,,899900.0,3,3,250000.0,11,1,,,,,,,,
708,1566,0.0,0.0,75000.0,3,1,,67000.0,3,3,7920.0,11,3,,,,,,0.1,,
711,155,0.0,0.0,150000.0,2,1,,70000.0,2,3,2300.0,12,3,147.0,,,,0.08,,,
711,496,,,,0,0,,,1,1,,1,1,,,,,,,,
711,851,0.0,0.0,150000.0,3,1,,70700.0,3,1,,1,1,,,,,,2.1,,
711,1296,,,,0,0,,,1,1,,1,1,,,,,,,,
711,1773,,,,0,0,,,1,1,,1,1,,,,,,,,
711,1774,,,,0,0,,,1,3,3.0,3,1,,,,,,,,
712,469,0.0,0.0,553000.0,6,1,,219000.0,6,3,,1,1,,,,,,2.7,,
712,469,0.0,0.0,553000.0,6,1,,,1,1,,1,1,,,,,0.33,,,
713,570,,,,0,0,,,1,1,,1,1,,,,,,,,
713,641,0.0,0.0,600000.0,4,1,,,1,1,,1,1,,,,,,,,
713,1628,0.0,0.0,20305.0,5,1,,,0,0,,0,0,,,,,,,,
713,2053,,,,0,0,,,1,1,,1,1,,,,,,,,
713,2055,,,,0,0,,,1,1,,1,1,,,,,,,,
713,2056,,,,0,0,,,1,1,,1,1,,,,,,,,
714,177,,,,0,0,,,1,1,,1,1,,,,,,,,
714,369,,,,0,0,,,1,1,15.8,12,3,,,,,,1.2,,
714,369,,,,0,0,,,1,1,,1,1,,,,,,,,
714,394,,,,0,0,,775.0,2,1,14000.0,5,3,1.5,,,,,,,
715,607,,,,0,0,,,1,3,1800.0,5,1,,,,,,,,
715,625,,,,0,0,,,1,1,,1,1,,,,,,,,
715,701,,,,0,0,,,1,1,,1,1,,,,,,,,
716,369,,,,0,0,,,1,1,,1,1,,,,,,,,
717,380,,,,0,0,,10000.0,2,3,,1,1,,,,,,0.1,,
717,548,0.0,0.0,100000.0,7,1,,370000.0,7,3,300.0,30,1,,,,,,0.33,,
719,2,0.0,0.0,122072.0,3,1,,156270.0,3,3,3338820.0,5,3,,,,,,,,
719,14,0.0,0.0,7000.0,2,1,8.0,4245.0,2,3,84.9,12,3,2.0,,0.5,,,1.5,,
719,31,8000.0,10000.0,0.0,2,1,8.0,,1,1,,1,1,,0.2,0.3,,,,,
719,33,,,,0,0,,,1,1,,1,1,,0.1,0.5,,,,,
719,37,0.0,0.0,20000.0,3,1,8.0,11030.0,3,3,117903.0,5,3,121.0,,,,,1.84,,
719,52,0.0,0.0,8.5,14,1,,7.0,14,3,40.0,5,1,,,,,,0.6,,
719,52,0.0,0.0,8.5,14,1,,4.0,14,3,65.0,5,1,,,,,,1.3,,
719,59,0.0,0.0,83000.0,2,1,8.0,55600.0,2,3,975.0,12,3,22.4,,,,0.006,1.5,,
719,62,,,,0,0,,,1,1,,1,1,,,,,,,,
719,96,,,,0,0,,,1,1,,1,1,,,,,0.18,,,
719,96,,,,0,0,,,1,1,,1,1,,,,,0.9,,,
719,96,,,,0,0,,,1,1,,1,1,,,,,0.16,,,
719,96,,,,0,0,,,1,1,,1,1,,,,,0.06,,,
719,111,,,,0,0,,,1,1,16.5,12,3,,,,,,,,
719,111,,,,0,0,,,1,1,30.0,12,3,,,,,,0.25,,
719,115,,,,0,0,,,1,1,,1,1,,,,,,,,
719,116,,,,0,0,,,1,1,280.0,12,3,,,,,,,,
719,118,,,,0,0,,,1,1,,1,1,,,,,,,2.0,4.0
719,132,0.0,0.0,1164.0,3,1,,887.0,3,3,11160.0,5,1,10.0,,,,,0.75,,
719,132,0.0,0.0,1164.0,3,1,,11040.0,3,3,138880.0,5,1,124.0,,,,,,,
719,166,0.0,0.0,95240.0,3,1,,76190.0,3,3,,1,1,836.0,,,,,1.25,,
719,169,,,,0,0,,,1,1,115.0,12,3,,,,,,,,
719,179,0.0,0.0,123000.0,3,1,,99000.0,3,3,866.0,12,3,,,,,,0.8,,
719,180,0.0,0.0,150000.0,3,1,,150000.0,3,3,1273300.0,5,3,,,,,,,,
719,186,0.0,0.0,3000.0,4,1,8.0,2891.0,4,3,13140.0,5,3,,,,,,,,
719,191,0.0,0.0,8500.0,4,1,8.0,23328.0,4,3,233280.0,5,3,,,,,,,,
719,343,0.0,0.0,32000.0,2,1,,,1,1,,1,1,,,,,,,,
719,343,0.0,0.0,32000.0,2,1,,,1,1,240.0,9,1,,,,,0.33,,,
719,345,0.0,0.0,29974.0,2,1,,,1,1,40600.0,5,3,,,,,0.082,,,
719,346,0.0,0.0,236000.0,9,1,,88000.0,9,3,347.0,12,3,,,,,0.12,2.6,,
719,347,0.0,0.0,1600000.0,9,1,,880000.0,9,3,2940.0,12,3,,,,,0.68,2.0,,
719,348,0.0,0.0,27440.0,2,1,,,1,1,119.0,12,3,,,,,0.61,1.5,,
719,348,0.0,0.0,27440.0,2,1,,,1,1,60.0,14,3,,,,,,,,
719,349,0.0,0.0,4650000.0,9,1,,3100000.0,9,3,15505.0,12,3,,,,,0.29,1.5,,
719,350,,,,0,0,,,1,3,,1,1,,,,,0.28,2.0,,
719,351,,,,0,0,,,1,1,,1,1,,,,,,,,
719,352,,,,0,0,,22900.0,2,3,480.0,12,3,,,,,,2.0,,
719,353,0.0,0.0,15550.0,2,1,,7800.0,2,3,171.0,12,3,,,,,0.18,2.0,,
719,354,,,,0,0,,,1,1,127.0,16,1,,,,,,1.0,,
719,355,,,,0,0,,150000.0,2,1,4000.0,12,3,2800.0,,,,,,,
719,356,,,,0,0,,500000.0,3,3,746.0,12,3,,,,,,1.0,,
719,356,,,,0,0,,,1,1,338000.0,2,3,,,,,,1.0,,
719,357,,,,0,0,,,1,1,,1,1,,,,,,11.0,,
719,361,,,,0,0,,,1,1,,1,1,,,,,,,,
719,370,0.0,0.0,80000.0,2,1,,,1,1,,1,1,500.0,,,,,,,
719,380,,,,0,0,,,1,1,,1,1,,,,,0.25,1.5,,
719,423,0.0,0.0,93000.0,2,1,,6000.0,2,3,,1,1,,,,,,2.3,,
719,423,0.0,0.0,93000.0,2,1,,,1,1,,1,1,,,,,,,,
719,424,,,,0,0,,67.0,2,2,39375.0,6,2,,,,,,,,
719,425,,,,0,0,,,1,1,17408.0,6,1,,,,,,,,
719,429,,,,0,0,,13200.0,2,2,5280000.0,6,2,,,,,,,,
719,429,,,,0,0,,34000.0,2,2,13600000.0,6,2,,,,,,,,
719,441,,,,0,0,,,1,1,19000.0,5,3,,,,,0.52,,,
719,467,,,,0,0,,,1,1,,1,1,,,,,,,,1.0
719,468,,,,0,0,,,1,1,,1,1,,,,,,,,
719,470,,,,0,0,,,1,1,,1,1,,,,,,2.3,,
719,479,,,,0,0,,,1,1,,1,1,,,,,,,,
719,482,,,,0,0,,,1,1,,1,1,,,,,,,,
719,503,,,,0,0,,,1,1,300.0,12,3,,,,,0.19,0.75,,
719,506,,,,0,0,,,1,1,171120.0,12,3,,,,,,,,
719,553,,,,0,0,,,1,1,,1,1,,,,,,,,
719,605,,,,0,0,,,1,1,,1,1,,,,,,,,
719,619,,,,0,0,,,1,1,,1,1,,,,,,,,
719,665,,,,0,0,,,1,1,,1,1,,,,,,,,
719,747,0.0,0.0,460000.0,7,1,,320000.0,7,1,27.1,5,1,,,,,,1.5,,
719,851,0.0,0.0,22300.0,3,1,,10330.0,3,1,,1,1,,,,,,2.2,,
719,1268,,,,0,0,,,1,1,,1,1,,,,,,,,
719,1301,0.0,0.0,62000.0,3,1,,65000.0,3,3,,1,1,,,,,,1.0,,
719,1569,0.0,0.0,5273.0,3,1,,5150.0,3,3,166120.0,5,3,,,,,,1.0,,
719,1576,0.0,0.0,25000.0,3,1,,8000.0,3,3,200000.0,5,1,228.0,,,,,1.2,,
719,1576,0.0,0.0,25000.0,3,1,,5000.0,3,3,100000.0,5,1,151.0,,,,,2.8,,
719,1577,0.0,0.0,128200.0,3,1,,47879.0,3,3,401662.0,5,3,,,,,,1.8,,
719,1577,0.0,0.0,128200.0,3,1,,12204.0,3,3,102363.0,5,3,,,,,,3.4,,
719,1582,0.0,0.0,6950.0,3,1,,4282.0,3,3,136.0,11,3,,,,,,1.6,,
719,1583,0.0,0.0,42002.0,3,1,,23096.0,3,3,1259.0,11,3,,,,,,1.8,,
719,1625,,,,0,0,,,1,1,,1,1,,,,,,,,
719,1780,170.0,210.0,0.0,2,16,,,1,1,,1,1,,,,,,,,
719,1806,0.0,0.0,1295000.0,3,1,,555000.0,3,3,6505000.0,5,3,,,,,,2.3,,
719,1808,0.0,0.0,10000.0,3,1,,16000.0,3,3,175.0,12,3,,,,,,,,
719,1820,,,,0,0,,,1,1,,1,1,,,,,,,,
719,1823,,,,0,0,,4000.0,3,3,114.0,12,1,,,,,,,,
719,1826,,,,0,0,,,1,1,,1,1,,,,,,,,
719,1884,,,,0,0,,,1,1,,1,1,,,,,,,,
719,1933,,,,0,0,,,1,1,,1,1,,,,,,,,
719,1945,,,,0,0,,,1,1,,1,1,,,,,,,,
719,1977,0.0,0.0,12900.0,6,1,,4900.0,6,3,,1,1,,,,,,,,
719,2022,0.0,0.0,13460850.0,15,1,,,1,3,2581.0,12,1,,,,,,,,
719,2050,,,,0,0,,,1,1,,1,1,,,,,,,,
720,34,0.0,0.0,1000000.0,2,1,3.0,,0,0,,0,0,,,,,,,,
720,491,0.0,0.0,5200.0,6,1,,6500.0,6,3,2100.0,12,3,417.0,,,,,3.14,,
720,853,,,,0,0,,,1,1,,1,1,,,,,,,,
721,697,,,,0,0,,,1,1,,1,1,,,,,,,,
722,35,,,,0,0,,,1,1,112.0,12,3,,,0.15,,0.09,,,
724,96,,,,0,0,,,1,1,,1,1,,,,,0.16,,,
724,96,,,,0,0,,,1,1,,1,1,,,,,0.06,,,
724,118,,,,0,0,,,1,1,,1,1,,,,0.2,,,2.0,3.0
724,340,,,,0,0,,,1,1,,1,1,,,,,,,,
724,364,0.0,0.0,15000.0,2,1,,,1,1,,1,1,,,,,,,,
724,424,,,,0,0,,,1,1,900.0,12,3,,,,,,2.0,,
724,443,,,,0,0,,,1,1,,1,1,,,,,,4.0,,
724,2078,0.0,0.0,3425.0,2,1,,1200.0,2,3,20700.0,5,3,,,,,,,,
725,2122,0.0,0.0,0.0,1,1,0.0,0.0,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,2123,0.0,0.0,0.0,1,1,0.0,0.0,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,177,0.0,0.0,30000.0,2,1,8.0,,1,1,,1,1,,,,,0.25,,,
726,201,,,,0,0,,81136.0,2,3,,1,1,,,,,,,,
726,323,,,,0,0,,36000.0,1,1,,1,1,,,,,,,,
726,329,,,,0,0,,,1,1,100.0,12,3,,,,,,,,
726,1422,,,,0,0,,,1,1,,1,1,,,,,,,,
726,1961,0.0,0.0,2100000.0,2,1,,,1,1,,1,1,,,,,,,4.0,6.0
729,429,,,,0,0,,13630.0,2,2,5452000.0,6,2,,,,,,,,
729,429,,,,0,0,,,1,1,21200000.0,6,2,,,,,,,,
729,1246,,,,0,0,,,1,1,,1,1,,,,,,,,
729,1775,,,,0,0,,,1,3,51450.0,5,1,,,,,,,,
732,1465,,,,0,0,,,1,1,,1,1,,,,,,,,
734,1959,,,,0,0,,,1,1,,1,1,,,,,,,,
736,379,,,,0,0,,,1,1,,1,1,,,,,,,,
738,460,0.0,0.0,4500.0,2,1,,1220.0,2,3,1543.0,5,1,,,,,,4.0,,
744,23,,,,0,0,,,1,1,,1,1,,,,,,,,
744,191,0.0,0.0,20100.0,4,1,8.0,,0,0,,0,0,,,,,,,,
745,33,,,,0,0,,,1,1,,1,1,,,,,,,,
750,1587,0.0,0.0,85.0,3,1,,10440.0,3,3,1740000.0,21,3,,,,,,0.1,,
750,2058,,,,0,0,,,1,1,,1,1,,,,,,,,
759,1969,,,,0,0,,,1,1,,1,1,,,,,,,,
760,844,,,,0,0,,,1,1,,1,1,,,,,,,,
761,1264,,,,0,0,,,1,1,,1,1,,,,,,,,
761,1969,,,,0,0,,,1,1,,1,1,,,,,,,,
765,1264,,,,0,0,,,1,1,,1,1,,,,,,,,
765,1273,,,,0,0,,,1,1,,1,1,,,,,,,,
766,128,0.0,0.0,180.0,3,1,8.0,,0,0,,0,0,,,,,,,,
768,37,0.0,0.0,740.0,3,1,1.0,338.0,3,3,13.0,15,3,33.0,,,,,2.25,,
768,50,,,,0,0,,1600000.0,3,3,203000.0,11,1,,,,,,,,
768,125,0.0,0.0,200000.0,3,1,,11520000.0,3,3,5.76,12,3,3.6,,,,,0.01,,
768,128,0.0,0.0,2545.0,3,1,,2410.0,3,3,5514.0,7,3,16.54,,,,,0.01,,
768,128,0.0,0.0,2545.0,3,1,,148028.0,3,3,678487.0,7,3,2035.0,,,,,0.01,,
768,133,,,,0,0,,,1,1,,1,1,,,,,,,,
768,134,0.0,0.0,0.0,3,1,,12283.0,3,3,176776.0,5,1,45.0,,,,,,,
768,137,0.0,0.0,18294.0,3,1,,400637.0,3,3,885600.0,5,1,30499.8,,,,,0.04,,
768,147,,,,0,0,,4499.0,3,3,47520.0,9,1,103.0,,,,,0.0,,
768,375,,,,0,0,,38640.0,2,3,1200.0,5,3,247.2,,,,,3.0,,
768,521,0.0,0.0,400000.0,7,1,,,7,3,97000.0,5,1,,,,,0.6,1.2,,
768,572,0.0,0.0,80000.0,7,1,,175000.0,7,3,35000.0,5,1,,,,,,0.5,,
768,660,,,,0,0,,53000.0,3,3,,1,1,,,,,,,,
768,1354,,,,0,0,,,1,1,,1,1,,,,,,,,
768,1671,,,,0,0,,,1,1,,1,1,,,,,,,,
768,1752,0.0,0.0,200000.0,3,1,,53100.0,3,3,7585.0,11,3,,,,,,3.8,,
769,1468,,,,0,0,,1186.5,2,3,,1,1,10.0,,,,,,,
770,37,,,,0,0,,,1,1,,1,1,,,,,,,,
