numsolution,codelangue,jauge_cout,jauge_gain,titre,definition,3,4,application,6,7,8,9,10,11,12
427,3,2.0,2.0,Thorough knowledge of the distribution of the energy site,"A good knowledge of the distribution of consumption per user mail or workshop is the first step in a process of optimizing consumption. This in turn helps to manage priorities in achievable savings or future investment. It also helps to identify equipment malfunctions or excesses of consumption.A thorough knowledge of the distribution of energy consumption also helps to identify the source of consumption heel constantly present and identification of unused equipment that remains in operation.It is possible to perform a series of measurements at representative of the site's activity times. To follow in time, the introduction of electricity and gas meters is required.",,,"Work deepening the knowledge of the industrial site shall apply as all sites. However, depending on the number of sensors installed, the consumption of production units and the maturity of these subjects, deepening can be applied at several levels:


Be comprehensive and involve the consumption of the whole site.

Be located on a centralized utility such as compressed air, cold, steam ...

Be highly specific to a consumer process.","Without monitoring solutions by counting and measuring, 8 to 12% of the gains may be lost.",,,,"
Measurement campaign or purchase apareil fixed or mobile measurement. The campaign can be costly.
The measurement campaign should be reflected upstream for representative and directly usable results.",,"
Depth knowledge of the industrial site
Followed over time facilitated
Identify priority elements on which work"
427,4,2.0,2.0,Conocimiento profundo del reparto del consumo de energía del sitio,"Une bonne connaissance de la répartition de la consommation par poste utilisateur ou par atelier est la première étape d'une démarche d'optimisation des consommations. Cela permet ensuite de gérer les priorités au niveau des économies réalisables ou des investissement futurs. Cela permet également d’identifier des dysfonctionnements des équipements ou bien des dérives de consommation.Une connaissance poussée de la répartition de la consommation d’énergie permet aussi d’identifier la source de la consommation talon présente en permanence et l’identification des équipements non utilisés qui restent en fonctionnement.Il est possible d’effectuer une campagne de mesures à des moments représentatifs de l’activité du site. Pour un suivi dans le temps, la mise en place de compteurs d’électricité et de gaz est nécessaire.",,,"Travailler l'approfondissement de la connaissance du site industriel est applicble à tous les sites. Cependant, selon le nombre de capteurs installés, la consommation des unités de production et la maturité de ces sujets, l'approfondissement peut s'appliquer à plusieurs niveaux : 

Être général et concerner la consommation du site dans son ensemble. 
Être localisé sur une utilité centralisée tel que l'air comprimé, le froid, la production de vapeur ... 
Être spécifique à un process fortement consommateur.","Sans suivi des solutions par le comptage et la mesure, 8 à 12 % des gains réalisés peuvent être perdus.",,,,"
Campagne de mesure ou achat d'apareil de mesure fixe ou mobile. La campagne peut être coûteuse.
La campagne de mesure doit être réfléchie en amont pour avoir des résultats représentatifs et directement exploitables.",,"
Connaissance approfondie du site industriel
Suivi dans la durée facilitée
Identification des éléments prioritaires sur lesquels travailler"
428,2,1.0,3.0,Politique environnementale,"Devant les exigences réglementaires de programmes européens et internationaux de lutte pour la réduction de la consommation énergétique et de diminution des émissions de gaz à effet de serre, il est devenu indispensable pour les entreprises et industries de développer une politique environnementale. Celle-ci doit comporter une liste d'objectifs montrant la volonté de la direction de s'engager pour le respect de l'environnement. La direction doit informer le personnel de ses objectifs et les mettre à disposition du public.
Le document signé par la direction, faisant état de la politique environnementale mise en oeuvre, concrétise l'implication responsable de l’entreprise dans la poursuite d’objectifs environnementaux.",,,"Cette solution est applicable aux PME, aux grandes entreprises et aux industries.","Cette politique inclut généralement un programme d'économies d'énergie. Tous les programmes d'économies d'énergie reposent sur l'engagement pris par la hiérarchie.
Un programme d'économies d'énergie est un élément fondamental du Système de Management de l'Energie, qui tend à maintenir la performance énergétique de systèmes, permettant de générer à long terme des gains significatifs.",,,,,,
428,3,1.0,3.0,environmental policy,"Développer une politique environnementale comprenant une liste d'objectifs montrant la volonté de la direction à respecter l'environnement.
Inclure un programme d'économies d'énergie.
Informer le personnel sur les objectifs.",,,Tous les programmes d'économies d'énergie repose sur l'engagement pris par la hiérarchie.,,,,,,,
428,4,1.0,3.0,Colocar una política medioambiental,"Développer une politique environnementale comprenant une liste d'objectifs montrant la volonté de la direction à respecter l'environnement.
Inclure un programme d'économies d'énergie.
Informer le personnel sur les objectifs.",,,Tous les programmes d'économies d'énergie repose sur l'engagement pris par la hiérarchie.,,,,,,,
429,2,1.0,2.0,Comité énergie interne au site pour piloter la politique énergétique du site.,"Dans la plupart des entreprises, un temps limité est dédié à la recherche d'économies d'énergie. Or, la plupart des gains possibles relèvent de bonnes pratiques.
Il est alors important d'identifier les personnes clés qui peuvent jouer un rôle clé pour l'amélioration énergétique du site. Pour que le comité ai un impact important, il est important qu'une personne de la direction (le directeur lui même si possible) anime le comité. De même, il est important que des axes de travail soit établi, liée à des unité consommatrices prioritaires et que des objectifs d'amélioration précis soient fixés.
De plus, la mise en place de ce comité énergie pourra être l’occasion de revoir le suivi des énergies en intégrant les factures dans le suivi technique. Il est souhaitable de suivre en même temps les euros et les kWh. Le suivi énergétique peut être lié à la production pour une analyse plus approfondie.",,,"Peuvent être intégrés dans ce comité énergie : 

le directeur de site,
le responsable des services généraux,
le responsable technique,
le responsable maintenance,
le responsable HSE,
le responsable production,
l’expert de chacune des unités de production.
 ","Pour être efficace, il est nécessaire que les réunions du comité soient régulière. Les actions du comité seront l'identification des pistes d'économies d'énergie, la recherche de bonne pratiques, la mise en place du plan d'action, la mise en oeuvre des solutions et la vérification des résultats.",,,,"
Implication importante des responsables
Nécessite un suivi dans la durée.",,
429,3,1.0,2.0,Internal energy committee at the site to control the energy policy of the site.,"In most companies, a limited time is devoted to research of energy savings. However, most of the possible gains fall practices.
It is therefore important to identify the key people who can play a key role in improving the energy efficiency of the site. That the committee have a significant impact, it is important that a member of management (the director himself if possible) leads the committee. Similarly, it is important that lines of work is established, linked to priority consumers unit and specific improvement goals are set.
In addition, the establishment of this committee energy can be an opportunity to review the monitoring of energy bills in integrating the technical monitoring. It is desirable to follow along euros and kWh. Energy monitoring can be linked to production for further analysis.",,,"Can be integrated into the energy committee:


the site manager,

the facility manager,

the technical manager

the maintenance manager,

the HSE,

responsible production

expert for each unit of production. ","To be effective, it is necessary that the committee meetings are regular. The actions of the committee will identify areas for energy, research of best practices, the implementation of the action plan, the implementation of solutions and verifying results economies.",,,,"
Significant involvement of officials
Requires monitoring over time.",,
429,4,1.0,2.0,Comité de energía interna en el sitio para pilotar la política energética,"Dans la plupart des entreprises, un temps limité est dédié à la recherche d'économies d'énergie. Or, la plupart des gains possibles relèvent de bonnes pratiques.
Il est alors important d'identifier les personnes clés qui peuvent jouer un rôle clé pour l'amélioration énergétique du site. Pour que le comité ai un impact important, il est important qu'une personne de la direction (le directeur lui même si possible) anime le comité. De même, il est important que des axes de travail soit établi, liée à des unité consommatrices prioritaires et que des objectifs d'amélioration précis soient fixés.
De plus, la mise en place de ce comité énergie pourra être l’occasion de revoir le suivi des énergies en intégrant les factures dans le suivi technique. Il est souhaitable de suivre en même temps les euros et les kWh. Le suivi énergétique peut être lié à la production pour une analyse plus approfondie.",,,"Peuvent être intégrés dans ce comité énergie : 

le directeur de site,
le responsable des services généraux,
le responsable technique,
le responsable maintenance,
le responsable HSE,
le responsable production,
l’expert de chacune des unités de production.
 ","Pour être efficace, il est nécessaire que les réunions du comité soient régulière. Les actions du comité seront l'identification des pistes d'économies d'énergie, la recherche de bonne pratiques, la mise en place du plan d'action, la mise en oeuvre des solutions et la vérification des résultats.",,,,"
Implication importante des responsables
Nécessite un suivi dans la durée.",,
430,2,,,Création d'un poste de responsable énergie,"Le choix d'un responsable énergie est important, pour que le site avance sur les questions d'amélioration énergétique du site. Le responsable énergie devra assurer le suivi des consommations et des coûts énergétiques et la comparaison avec les différents régimes de production. 
Le responsable pourra aussi collecter les idées d'économies du personnel. Il sera pourra remonter les efforts comportementaux du personnel à la direction.",,,La solution est applicable à tous les sites industriels et tertiaires. Le responsable énergie assure le lien avec la direction sur les questions d'énergie. Il pilote le programme d'efficacité énergétique du site.,,,,,,,
430,3,,,Choosing the energy manager,"Choosing a responsible energy is important for the site ahead of the issues of energy improving the site. The energy manager will monitor the consumption and energy costs and the comparison with different production regimes.
The manager may also collect savings from staff ideas. It will be able to trace the behavioral efforts of staff to management.",,,The solution is applicable to all industrial and commercial sites. The energy manager liaises with management on energy issues. It controls the energy efficiency program site.,,,,,,,
430,4,,,Escoger al responsable energía,"Le choix d'un responsable énergie est important, pour que le site avance sur les questions d'amélioration énergétique du site. Le responsable énergie devra assurer le suivi des consommations et des coûts énergétiques et la comparaison avec les différents régimes de production. 
Le responsable pourra aussi collecter les idées d'économies du personnel. Il sera pourra remonter les efforts comportementaux du personnel à la direction.",,,La solution est applicable à tous les sites industriels et tertiaires. Le responsable énergie assure le lien avec la direction sur les questions d'énergie. Il pilote le programme d'efficacité énergétique du site.,,,,,,,
431,2,1.0,2.0,Concurrence des fournisseurs d'énergies,"Comparer les prix proposés par les fournisseurs d'électricité et de gaz peut permettre d'économiser sur la facture. En effet, les prix unitaires sont parfois bien différents d'un fournisseur à un autre.",,,"La solution est applicable à tous les utilisateurs consommateurs de gaz. En effet, pour le gaz, le marché est entièrement libéralisé depuis le 1er juillet 2004. Avant, le seuil d'éligibilité était de 9 millions de m3/an.
Le solution peut aussi être appliquée aux consommateurs d'électricité si les seuils sont respectés. Actuellement, les sites industriels dont la consommation annuelle est supérieure à 7 GWh peuvent choisir leur fournisseur. Notons qu'en 2015, avec la Loi Nome, le marché de l'électricité sera entièrement libéralisé.",,,,,,,
431,3,1.0,2.0,Competition from energy suppliers,"Suivre les évolution des seuils de consommation en vigueur (Commission de Régulation de l'Energie ; www.cre.fr)
Mettre en compétition plusieurs fournisseurs pour obtenir un meilleur contrat.
Veillez à ce que le contrat motive les deux signataire à travail",,,"Les sites industriels dont la consommation annuelle en électricité est supérieure à 7 GWh du 10 février 2003 peuvent choisir leur fournisseur.
Pour le gaz, le seuil d'éligibilité est de 9 millions de m3/an en août 2003.
Depuis le 1er juillet 2004, l'ouver",,,,,,,
431,4,1.0,2.0,Poner en competencia a los proveedores de energías,"Suivre les évolution des seuils de consommation en vigueur (Commission de Régulation de l'Energie ; www.cre.fr)
Mettre en compétition plusieurs fournisseurs pour obtenir un meilleur contrat.
Veillez à ce que le contrat motive les deux signataire à travail",,,"Les sites industriels dont la consommation annuelle en électricité est supérieure à 7 GWh du 10 février 2003 peuvent choisir leur fournisseur.
Pour le gaz, le seuil d'éligibilité est de 9 millions de m3/an en août 2003.
Depuis le 1er juillet 2004, l'ouver",,,,,,,
432,2,1.0,1.0,Achat d'énergie mutualisé,"Il est possible de se grouper avec d’autres entités afin de mutualiser l'achat d'énergie pour augmenter les volumes et négocier le prix d'achat auprès du fournisseur.
Le cahier des charges doit être très détaillé afin de bien intégrer les besoins en énergie de chaque entité.",,,"La solution peut s'appliquer par exemple aux différents sites d'un groupe industriel.
Cette opération n’est rentable que pour les entreprises ayant une consommation électrique annuelle supérieure à 100 MWh, afin d’amortir le coût du prestataire chargé de gérer le groupement d’achat. ",,,,,"
Nécessité de s'accorder sur cette solution avec les autres membres du groupe d'achat.",,"
Economie sur le tarifs d'achat d'électricité
Eventuel partage de bonnes pratiques énergétiques"
432,3,1.0,1.0,Shared power purchase,"It is possible to gather with others to pool buying power to increase volumes and negotiate the purchase price from the supplier.
The specifications must be very detailed in order to fully integrate the energy needs of each entity.
",,,"The solution can be applied for example to the various sites of an industrial group.
This is only viable for businesses with an annual electricity consumption greater than 100 MWh, to amortize the cost of the service responsible for managing the purchasing group.",,,,,"
Need to agree on this solution with other members of the buying group.",,"
Save on the purchase prices of electricity
Possible sharing of best energy practices"
432,4,1.0,1.0,Compra mutualizada de energía,"Il est possible de se grouper avec d’autres entités afin de mutualiser l'achat d'énergie pour augmenter les volumes et négocier le prix d'achat auprès du fournisseur.
Le cahier des charges doit être très détaillé afin de bien intégrer les besoins en énergie de chaque entité.",,,"La solution peut s'appliquer par exemple aux différents sites d'un groupe industriel.
Cette opération n’est rentable que pour les entreprises ayant une consommation électrique annuelle supérieure à 100 MWh, afin d’amortir le coût du prestataire chargé de gérer le groupement d’achat. ",,,,,"
Nécessité de s'accorder sur cette solution avec les autres membres du groupe d'achat.",,"
Economie sur le tarifs d'achat d'électricité
Eventuel partage de bonnes pratiques énergétiques"
433,2,1.0,2.0,Vérification des factures d'énergie,"Il est important de suivre les factures énergétiques pour chacune des énergies utilisées (gaz, électricité, fioul, bois, eau, ...). L'écart entre la consommation mesurée et facturée doit être quantifié et validé. Une personne doit être chargée de confirmer la validation des factures et d'assurer le lien avec les fournisseurs d'énergie en les appelant régulièrement si besoin.
En effet, même les grandes entreprises peuvent faire des erreurs de facturation. Ces erreurs peuvent entraîner des pertes pour l'entreprise si les factures ne sont pas vérifiées.
Des explications détaillées sur les tarifs pratiqués peuvent être demandées facilement.",,,"La solution est applicables aux sites industriels, tertiaires ou agricoles, grands consommateurs d'énergie.
 ",,,,,Une personne doit être désignée pour effectuer cette tâche régulièrement dans le temps.,,le suivi des factures permet d'améliorer la connaissances des énergies consommées dans l'entreprise.
433,3,1.0,2.0,Verification of energy bills,"Charger une personne de vérifier et valider les factures d'énergie (gaz, élec, fioul, bois, eau ).
Demander des explications détaillées sur les tarifs pratiqués par les fournisseurs. 
Contacter les fournisseurs en cas de doute.",,,Même les grandes entreprises peuvent faire des erreurs de facturation. Ne pas vérifier ses factures peut engendrer des pertes.,,,,,Une personne doit être désignée pour effectuer cette tâche régulièrement dans le temps.,,le suivi des factures permet d'améliorer la connaissances des énergies consommées dans l'entreprise.
433,4,1.0,2.0,Verificar las facturas de energía,"Charger une personne de vérifier et valider les factures d'énergie (gaz, élec, fioul, bois, eau ).
Demander des explications détaillées sur les tarifs pratiqués par les fournisseurs. 
Contacter les fournisseurs en cas de doute.",,,Même les grandes entreprises peuvent faire des erreurs de facturation. Ne pas vérifier ses factures peut engendrer des pertes.,,,,,Une personne doit être désignée pour effectuer cette tâche régulièrement dans le temps.,,le suivi des factures permet d'améliorer la connaissances des énergies consommées dans l'entreprise.
435,2,0.0,0.0,Liste de fournisseur d'énergie potentiels,"Comparer les prix proposés par les fournisseurs d'électricité et de gaz peut permettre d'économiser sur la facture. En effet, les prix unitaires sont parfois bien différents d'un fournisseur à un autre.
 
La création d'une liste informatique mise à jour comportant les différents fournisseurs potentiels est une première étape à cette solution. La Commission de Régulation de l'Energie (CRE) référence les fournisseurs d'énergie potentiels sur son site.
La comparaison des fournisseurs ayant pour objectif l'optimisation des factures doit rester un axe important dans l'entreprise. ",,,,,,,,,,
435,3,0.0,0.0,List of potential energy supplier,"Editer une base de données informatiques sur les différents fournisseurs potentiels.
Consulter la Commission de Régulation de l'Energie.",,,Un tel répertoire permet une meilleure organisation du travail.,,,,,,,
435,4,0.0,0.0,Tener al día una lista de proveedor de energía potenciales.,"Editer une base de données informatiques sur les différents fournisseurs potentiels.
Consulter la Commission de Régulation de l'Energie.",,,Un tel répertoire permet une meilleure organisation du travail.,,,,,,,
437,2,,,Démagnétiseur sur les fours,Installer un démagnétiseur sur chaque four.,,,,,,,,,,
437,3,,,Degausser on furnaces,Installer un démagnétiseur sur chaque four.,,,,,,,,,,
437,4,,,Colocación de un desmagnetizador sobre los hornos,Installer un démagnétiseur sur chaque four.,,,,,,,,,,
439,2,1.0,1.0,Procédure pour relever les compteurs,La mise en place d'une procédure pour relever les compteurs est suivie d'un enregistrement des données dans une base de données informatique pour analyser et ainsi suivre la consommation d'énergie.,,,Connaître les profils de consommations est particulièrement intéressant quand les périodes de facturation sont irrégulières.,La connaissance des profils de consommation permet de mieux gérer le fonctionnement de certains appareils et d'avoir un contrôle sur la facture énergétique. Ceci permet de générer des économies d'énergie et d'optimiser la consommation.,,,Rémunération du personnel procédant au relevé des compteurs.,,,"
Meilleur contrôle de la consommation d'énergie (électricité notamment).
Ajustement possible de la consommation de certains appareils en fonction des données.
"
439,3,1.0,1.0,How to read meters,"Mettre en place une procédure pour relever les compteurs.
Enregistrer les données dans une base de données informatique pour analyse et suivi",,,Connaître les profils de consommations est particulièrement intéressant quand les périodes de facturation sont irrégulières.,,,,,,,
439,4,1.0,1.0,Levantar los contadores,"Mettre en place une procédure pour relever les compteurs.
Enregistrer les données dans une base de données informatique pour analyse et suivi",,,Connaître les profils de consommations est particulièrement intéressant quand les périodes de facturation sont irrégulières.,,,,,,,
440,2,0.0,0.0,Analyse des irrégularités du profil de production,"Vérifier les procédures de production Vérifier que les appareils de contrôle fonctionnent correctement (valve, thermostat, …).
Vérifier que les répercussions énergétiques des changements de mode de production ont bien été analysées et intégrées dans la conduite des process.",,,Une augmentation de la consommation peut provenir d'un équipement ou d'un changement du mode de production.,,,,,,,
440,3,0.0,0.0,Analysis of profile irregularities production,"Vérifier les procédures de production
Vérifier que les appareils de contrôle fonctionnent correctement (valve, thermostat, …)
Vérifier que les répercussions énergétiques des changements de mode de production ont bien été analysées et intégrées dans la con",,,Une augmentation de la consommation peut provenir d'un équipement ou d'un changement du mode de production.,,,,,,,
440,4,0.0,0.0,Comprender las irregularidades del perfil de producción,"Vérifier les procédures de production
Vérifier que les appareils de contrôle fonctionnent correctement (valve, thermostat, …)
Vérifier que les répercussions énergétiques des changements de mode de production ont bien été analysées et intégrées dans la con",,,Une augmentation de la consommation peut provenir d'un équipement ou d'un changement du mode de production.,,,,,,,
441,2,1.0,1.0,"Mesure des consommations énergétiques la nuit durant le tarif ""heures creuses""","Mesurer les consommations d'énergie en heure creuse pour vérifier que la consommation la nuit correspond à la consommation théorique des équipements censés fonctionner.
Puis, comparer les mesures avec :

le relevé des points 10 minutes du fournisseur d'électricité 
la comparaison du relevé des compteurs le soir et le matin afin de calculer une consommation moyenne durant la nuit. 
La liste des équipements censés fonctionner la nuit et leur consommation théorique.",,,"Cette solution ets applicable à tous les sites industriels et tertiaires. Il permet d'identifier des disfonctionnements, et peut mener à mener des réflexions où l'on cherche à  de déplacer certaines consommation de jour la nuit. En effet, le tarif heures creuses règlementé est environ 40% plus avantageux que le tarif heures pleines.",,,,,"
Consommation talon à reconstruire. Le travail de recensement des équipements peut être assez long d'autant que la nuit, les petits consommateurs peuvent être plus important en % de la  puissance appelée que le jour.",,"
Meilleure connaissance des consommations d'électricité de son site.
Permet de mettre en évidence des consommations inutiles. "
441,3,1.0,1.0,"The energy consumption during the night rate "" peak hours ""","Vérifier que la consommation nocturne correspond à la consommation théorique des équipements qui doivent fonctionner la nuit.
Pour cela, demander au fournisseur d'électricité le relevé des points 10 minutes ou relever les compteurs le soir et le matin afi",,,"Permet d'identifier des disfonctionnements, et pousse à une réflexion de déplacer certaines consommation de jour la nuit.
Le tarif heures creuses est environ 40% plus avantageux que le tarif heures pleines.",,,,,"
Consommation talon à reconstruire. Le travail de recensement des équipements peut être assez long d'autant que la nuit, les petits consommateurs peuvent être plus important en % de la  puissance appelée que le jour.",,"
Meilleure connaissance des consommations d'électricité de son site.
Permet de mettre en évidence des consommations inutiles. "
441,4,1.0,1.0,"Medir los consumos energéticos en ""horas de poca actividad""","Vérifier que la consommation nocturne correspond à la consommation théorique des équipements qui doivent fonctionner la nuit.
Pour cela, demander au fournisseur d'électricité le relevé des points 10 minutes ou relever les compteurs le soir et le matin afi",,,"Permet d'identifier des disfonctionnements, et pousse à une réflexion de déplacer certaines consommation de jour la nuit.
Le tarif heures creuses est environ 40% plus avantageux que le tarif heures pleines.",,,,,"
Consommation talon à reconstruire. Le travail de recensement des équipements peut être assez long d'autant que la nuit, les petits consommateurs peuvent être plus important en % de la  puissance appelée que le jour.",,"
Meilleure connaissance des consommations d'électricité de son site.
Permet de mettre en évidence des consommations inutiles. "
442,2,,,Optimisation des achats selon la variation du prix du fioul,"Vérifier périodiquement les réserves de fioul.
Remplir les réservoirs (si possible) quand le prix est à la baisse (généralement en été)",,,,,,,,,,
442,3,,,Optimization of purchasing depending on the variation in the price of oil,"Vérifier périodiquement les réserves de fioul.
Remplir les réservoirs (si possible) quand le prix est à la baisse (généralement en été)",,,,,,,,,,
442,4,,,Jugar sobre la variación del precio del fuel,"Vérifier périodiquement les réserves de fioul.
Remplir les réservoirs (si possible) quand le prix est à la baisse (généralement en été)",,,,,,,,,,
443,2,,,Utilisation des DJU pour analyser le chauffage.,"Faire  un graphique avec les DJU et la consommation énergétique pour le chauffage. Si les deux courbes sur le graphes ne se suivent pas, vérifier les équipements de contrôle de chauffage.",,,"L'utilisation de Degré Jour Unifié, en relation avec la consommation énergétique peut fournir des informations intéressantes quant à l'efficacité des équipements de contrôle du chauffage. Les DJU sont disponibles sur la base de donnée Costic.",,,,à l'année pour avoir les DJU,,,
443,3,,,Using DJU to analyze heating.,"Faire  un graphique avec les DJU et la consommation énergétique pour le chauffage. Si les deux courbes sur le graphes ne se suivent pas, vérifier les équipements de contrôle de chauffage.",,,"L'utilisation de Degré Jour Unifié, en relation avec la consommation énergétique peut fournir des informations intéressantes quant à l'efficacité des équipements de contrôle du chauffage. Les DJU sont disponibles sur la base de donnée Costic.",,,,à l'année pour avoir les DJU,,,
443,4,,,Analizar el control de calefacción respecto al DJU,"Faire  un graphique avec les DJU et la consommation énergétique pour le chauffage. Si les deux courbes sur le graphes ne se suivent pas, vérifier les équipements de contrôle de chauffage.",,,"L'utilisation de Degré Jour Unifié, en relation avec la consommation énergétique peut fournir des informations intéressantes quant à l'efficacité des équipements de contrôle du chauffage. Les DJU sont disponibles sur la base de donnée Costic.",,,,à l'année pour avoir les DJU,,,
444,2,,,Suivi des performances de production,"Mettre en place une procédure pour définir les facteurs de performance énergétique. Par exemple, en divisant la consommation d'électricité par le tonnage de produit finis chaque mois (KWh/tonne produite).
Suivre ces facteurs de performance sur une base de",,,Suivre les performances de production permet de repérer rapidement les fluctuations énergétiques et d'agir rapidement afin d'en stopper les dérives.,,,,,,,
444,3,,,Performance monitoring production,"Mettre en place une procédure pour définir les facteurs de performance énergétique. Par exemple, en divisant la consommation d'électricité par le tonnage de produit finis chaque mois (KWh/tonne produite).
Suivre ces facteurs de performance sur une base de",,,Suivre les performances de production permet de repérer rapidement les fluctuations énergétiques et d'agir rapidement afin d'en stopper les dérives.,,,,,,,
444,4,,,Seguir las realizaciones de producción,"Mettre en place une procédure pour définir les facteurs de performance énergétique. Par exemple, en divisant la consommation d'électricité par le tonnage de produit finis chaque mois (KWh/tonne produite).
Suivre ces facteurs de performance sur une base de",,,Suivre les performances de production permet de repérer rapidement les fluctuations énergétiques et d'agir rapidement afin d'en stopper les dérives.,,,,,,,
445,2,,,Comparaison des performances énergétiques avec d'autres sites industriels,"Comparer les consommations énergétiques avec les autres sites de production du groupe ou avec des références dans le domaine.
Voir avec les centres techniques ou les syndicats professionnels pour avoir les indicateurs de référence.",,,Comparer les consommations par rapport aux références permet de vérifier le niveau d'efficacité énergétique et de mesurer le potentiel d'économies.,,,,,,,
445,3,,,Comparing the energy performance with other industrial sites,"Comparer les consommations énergétiques avec les autres sites de production du groupe ou avec des références dans le domaine.
Voir avec les centres techniques ou les syndicats professionnels pour avoir les indicateurs de référence.",,,Comparer les consommations par rapport aux références permet de vérifier le niveau d'efficacité énergétique et de mesurer le potentiel d'économies.,,,,,,,
445,4,,,Comparar las realizaciones energéticas con otros sitios industriales,"Comparer les consommations énergétiques avec les autres sites de production du groupe ou avec des références dans le domaine.
Voir avec les centres techniques ou les syndicats professionnels pour avoir les indicateurs de référence.",,,Comparer les consommations par rapport aux références permet de vérifier le niveau d'efficacité énergétique et de mesurer le potentiel d'économies.,,,,,,,
446,2,,,Objectifs chiffrés de réduction de consommation d'énergie,"Mettre en place des indicateurs de performance pour l'activité (voir avec le centre technique ou syndicat professionnel pour obtenir les indicateurs de référence)
Se fixer des objectifs chiffrés par rapport aux données regroupées
Inclure ces objectifs dan",,,"Pour motiver le personnel, des objectifs clairement définis et réalisables sont nécessaires.
C'est par rapport à ces objectifs que sera validé le succès du programme d'économies d'énergie.
Les objectifs doivent permettent, étape par étape, d'accéder à une",,,,,,,
446,3,,,Quantified targets for reducing energy consumption,"Mettre en place des indicateurs de performance pour l'activité (voir avec le centre technique ou syndicat professionnel pour obtenir les indicateurs de référence)
Se fixer des objectifs chiffrés par rapport aux données regroupées
Inclure ces objectifs dan",,,"Pour motiver le personnel, des objectifs clairement définis et réalisables sont nécessaires.
C'est par rapport à ces objectifs que sera validé le succès du programme d'économies d'énergie.
Les objectifs doivent permettent, étape par étape, d'accéder à une",,,,,,,
446,4,,,Colocar objetivos cifrados de reducción de consumo de energía,"Mettre en place des indicateurs de performance pour l'activité (voir avec le centre technique ou syndicat professionnel pour obtenir les indicateurs de référence)
Se fixer des objectifs chiffrés par rapport aux données regroupées
Inclure ces objectifs dan",,,"Pour motiver le personnel, des objectifs clairement définis et réalisables sont nécessaires.
C'est par rapport à ces objectifs que sera validé le succès du programme d'économies d'énergie.
Les objectifs doivent permettent, étape par étape, d'accéder à une",,,,,,,
447,2,1.0,2.0,Motivation du personnel pour trouver des idées d'économies d'énergie réalisables.,"Pour optimiser le taux de réussite de sa politique énergétique il faut amener le personnel à ne pas voir cela comme une contrainte. En ce sens, la communication sur les conséquences des actions engagées pour l’entreprise et pour l’environnement est importante. D’avantage encore, il est important d’arriver à susciter l’intérêt du personnel. Pour cela il est judicieux de les rendre acteurs, en leur affirmant qu’ils peuvent avoir un impact positif sur la consommation d’énergie. 
Une campagne à l'échelle de l'entreprise peut être mise en place dans laquelle chacun propose des solutions d'économies d'énergie documentés. Pour motiver les personnes, une prime d'environ 50 € peut être accordés pour les solutions les plus pertinentes.
De même, des objectifs fixés d'économies d'énergie peuvent être visés, ou une consommation de référence à tenir. Pour motiver le personnel, une partie des économies d'énergie peut être partagée avec le personnel. Une telle action est motivante et valorisante pour le personnel, leur montrant qu’ils ont un rôle à jouer, que l’entreprise compte sur eux et qu’ils sont écoutés.
Un espace spécifique, adresse mail, personne responsable, peut être mis en place pour permettre au personnel de faire part facilement de leur propres idées d'économies d'énergie. ",,,"Une solution pourrait être de leur présenter la politique d’économie d’énergie comme un projet interne à l’entreprise, mené ensemble, impliquant chacun des membres du site.  Plus le personnel est impliqué, plus il est convaincu de l'importance de la démarche.
Le personnel peut aussi être impliqué sur la gestion de l'air comprimé, de l’éclairage, des consignes de climatisation et de chauffage, de l’utilisation de l’eau etc. ",,,,,"
Motivation du personnel dans la durée",,"
Implication du personnel dans la recherche de solutions d'économies d'énergie
Economie d'énergie importante"
447,3,1.0,2.0,Motivating staff to find achievable energy saving ideas.,"To optimize the success rate of its energy policy should bring the staff does not see this as a constraint. In this sense, the communication on the consequences of actions for the business and for the environment is important. On the advantage again, it is important to reach arouse the interest of staff. Therefore it is wise to make players , saying that they can have a positive impact on energy consumption.
Campaign across the company can be set up in which each offers Documented energy saving solutions . To motivate people , a premium of approximately € 50 may be awarded for the most relevant solutions.
Similarly, targets for energy savings may be covered, or baseline to hold. To motivate staff , some energy savings can be shared with staff. Such action is challenging and rewarding for staff, showing them that they have a role to play , the company relies on them and they are listened to.
A specific space , email address , responsible person, can be put in place to allow staff to easily share their own energy saving ideas .",,,"A solution could be to introduce them to the political economy of energy as an internal project to the company, led together, involving all members of the site. More staff is involved, the more convinced of the importance of the process.
The staff may also be involved in the management of compressed air, lighting, instructions conditioning and heating, use water etc..",,,,,"
Staff motivation in life",,"
Staff involvement in the search for energy saving solutions
Save significant energy"
